date,title,url,sourceName
20.3.2020,"Coronavirus Death Rate in Wuhan Is Lower than Previously Thought, Study Finds",https://www.nytimes.com/2020/03/19/health/wuhan-coronavirus-deaths.html?fbclid=IwAR2tODap1x-wF1HyHerS5I3EpXRzrcs0t9__9wCsacng_t2lSfFVyzTo_Sw#click=https://t.co/gB8JEmBjcm,NYT
17.3.2020,UK manufacturers to regear factories to build ventilators for NHS,https://www.theguardian.com/business/2020/mar/17/uk-manufacturers-regear-factories-build-ventilators-nhs,Guardian
13.3.2020,How this South Korean company created coronavirus test kits in three weeks,https://edition.cnn.com/2020/03/12/asia/coronavirus-south-korea-testing-intl-hnk/index.html,CNN
20.3.2020,Coronavirus: Italy's hardest-hit city wants you to see how COVID-19 is affecting its hospitals ,https://news.sky.com/story/coronavirus-they-call-it-the-apocalypse-inside-italys-hardest-hit-hospital-11960597,Sky News
20.3.2020,Finnish health boss questions WHO coronavirus testing advice,https://www.reuters.com/article/us-health-coronavirus-finland-who-idUSKBN2170ZB,Reuters
20.3.2020,Is Iran covering up its outbreak?,https://www.bbc.com/news/world-middle-east-51930856,BBC
20.3.2020,"Coronavirus: COVID-19 cases in Spain and Germany rise by nearly 3,000 overnight",https://news.sky.com/story/coronavirus-number-of-cases-in-germany-rises-by-nearly-3-000-to-13-957-overnight-11960726,Sky News
20.3.2020,"Coronavirus: Number of COVID-19 deaths in Italy surpasses China as total reaches 3,405",https://news.sky.com/story/coronavirus-number-of-covid-19-deaths-in-italy-surpasses-china-as-total-reaches-3-405-11960412,Sky News
19.3.2020,Hallitus nostaa tehohoidon paikkamäärää tuhanteen,https://www.mtvuutiset.fi/artikkeli/krista-kiuru-hallitus-nostaa-tehohoidon-paikkamaaraa-tuhanteen/7766622,MTV
21.3.2020,Hallitus on varautunut rajoittamaan liikkumista Uudeltamaalta muualle Suomeen,https://yle.fi/uutiset/3-11269184,YLE
21.3.2020,THL: Suomessa kuollut ensimmäinen ihminen koronavirukseen,https://yle.fi/uutiset/3-11269508,YLE
21.3.2020,Suojavarusteet paikoin loppumassa,https://yle.fi/uutiset/3-11268965,YLE
